tag_pairs,count
"['cs.HC', 'hep-ph']",1
"['cs.DB', 'math.AT']",1
"['math.AG', 'math.RA']",1
"['cond-mat.quant-gas', 'physics.comp-ph']",2
"['cs.ET', 'q-fin.ST']",1
"['cs.CC', 'cs.IT']",45
"['cs.NI', 'cs.PF']",37
"['cs.DB', 'cs.IR']",63
"['stat.CO', 'stat.ML']",175
"['cs.IR', 'q-fin.ST']",2
"['cs.SI', 'math.SP']",5
"['q-bio.GN', 'stat.CO']",1
"['math.AG', 'math.OC']",6
"['cs.CR', 'math.DS']",8
"['cs.ET', 'math.CO']",6
"['cs.DS', 'math.FA']",7
"['cond-mat.dis-nn', 'math.GN']",1
"['cond-mat.dis-nn', 'cs.SD']",1
"['cs.HC', 'eess.IV']",36
"['math-ph', 'math.OC']",10
"['cs.GL', 'eess.SY']",1
"['cs.LO', 'cs.SC']",28
"['physics.med-ph', 'physics.optics']",3
"['q-bio.CB', 'q-bio.TO']",1
"['cs.SC', 'math.RT']",2
"['math.NA', 'physics.soc-ph']",4
"['econ.TH', 'math.OC']",14
"['cs.DM', 'nlin.CD']",1
"['cs.SI', 'math.AP']",1
"['cs.CY', 'econ.EM']",3
"['physics.bio-ph', 'physics.soc-ph']",1
"['cs.AI', 'math.HO']",9
"['q-fin.ST', 'q-fin.TR']",9
"['hep-ex', 'stat.ML']",14
"['astro-ph.IM', 'stat.ML']",17
"['cs.SI', 'econ.EM']",3
"['eess.IV', 'physics.app-ph']",4
"['cs.MS', 'stat.ML']",10
"['cs.AI', 'q-bio.OT']",3
"['cs.MS', 'math.CT']",2
"['cs.MA', 'math.CT']",2
"['cs.AI', 'eess.SP']",406
"['cs.MA', 'cs.SI']",44
"['cs.AI', 'stat.CO']",31
"['cs.DB', 'cs.DC']",76
"['eess.IV', 'stat.CO']",4
"['astro-ph.IM', 'eess.SY']",2
"['math.NA', 'physics.geo-ph']",6
"['math.DG', 'stat.CO']",3
"['cs.RO', 'physics.comp-ph']",2
"['physics.bio-ph', 'physics.med-ph']",6
"['cs.NE', 'math.AP']",3
"['cs.SI', 'q-bio.GN']",2
"['cond-mat.quant-gas', 'quant-ph']",8
"['cs.LG', 'physics.pop-ph']",1
"['math.CT', 'math.MG']",1
"['cs.CV', 'physics.bio-ph']",4
"['cs.CE', 'cs.SE']",12
"['physics.data-an', 'q-fin.MF']",1
"['cs.CL', 'cs.MS']",2
"['gr-qc', 'hep-th']",5
"['cs.CL', 'cs.SE']",179
"['cond-mat.dis-nn', 'quant-ph']",28
"['physics.bio-ph', 'q-bio.QM']",15
"['cs.LG', 'gr-qc']",22
"['cs.CR', 'eess.IV']",37
"['cs.MA', 'eess.AS']",2
"['q-fin.MF', 'q-fin.PM']",3
"['math.RT', 'stat.ML']",10
"['math.AP', 'physics.flu-dyn']",6
"['q-bio.BM', 'q-bio.QM']",38
"['cs.HC', 'stat.ME']",12
"['cs.NE', 'math.MG']",6
"['cs.DB', 'physics.data-an']",1
"['math.MG', 'math.ST']",3
"['q-bio.QM', 'stat.CO']",2
"['physics.flu-dyn', 'stat.AP']",1
"['cs.CG', 'physics.comp-ph']",4
"['cs.CR', 'cs.MA']",31
"['cs.CR', 'cs.NI']",252
"['cs.CG', 'cs.DS']",138
"['physics.soc-ph', 'stat.ML']",11
"['cs.CL', 'physics.pop-ph']",2
"['math-ph', 'physics.data-an']",5
"['math.RA', 'math.SP']",1
"['cs.CY', 'cs.SD']",14
"['cs.ET', 'physics.chem-ph']",2
"['physics.optics', 'q-bio.QM']",1
"['cond-mat.str-el', 'cs.CV']",1
"['cs.DC', 'physics.med-ph']",1
"['cs.NI', 'cs.SE']",15
"['cs.IR', 'math-ph']",1
"['eess.SY', 'q-bio.NC']",11
"['cs.IT', 'cs.NI']",212
"['cond-mat.dis-nn', 'cs.IT']",16
"['math.GR', 'math.ST']",1
"['cs.CY', 'q-bio.NC']",7
"['cs.AI', 'physics.comp-ph']",54
"['q-fin.PM', 'q-fin.RM']",7
"['cs.NE', 'cs.SI']",15
"['cs.AR', 'cs.MS']",3
"['astro-ph.IM', 'cs.DL']",4
"['physics.app-ph', 'stat.ML']",2
"['cs.AR', 'math-ph']",1
"['cs.CE', 'q-fin.GN']",5
"['cs.CV', 'eess.SY']",68
"['cs.HC', 'cs.RO']",321
"['math.ST', 'stat.ME']",151
"['econ.EM', 'stat.ML']",76
"['cond-mat.mtrl-sci', 'cs.LG']",196
"['cs.GT', 'q-bio.PE']",13
"['cs.CC', 'stat.ML']",32
"['math.OC', 'physics.comp-ph']",5
"['math.AG', 'quant-ph']",9
"['cs.IT', 'math.LO']",8
"['cs.FL', 'quant-ph']",8
"['hep-ex', 'physics.ins-det']",32
"['eess.SY', 'physics.med-ph']",2
"['astro-ph.IM', 'physics.data-an']",11
"['cond-mat.dis-nn', 'q-bio.MN']",1
"['cs.NI', 'math.CO']",3
"['cs.DS', 'econ.EM']",1
"['econ.TH', 'math.CO']",7
"['cs.GT', 'cs.IR']",14
"['cs.DM', 'stat.ME']",9
"['eess.SP', 'math.AC']",1
"['physics.ed-ph', 'physics.med-ph']",1
"['econ.EM', 'physics.soc-ph']",2
"['cs.DM', 'hep-lat']",1
"['math.DG', 'math.NA']",6
"['cs.SE', 'nlin.AO']",1
"['cs.DM', 'econ.TH']",6
"['cs.CE', 'math.CO']",1
"['cond-mat.mtrl-sci', 'cs.PL']",1
"['cs.GT', 'cs.SC']",2
"['cs.LO', 'math.LO']",236
"['cs.AI', 'cs.GT']",250
"['cs.SI', 'eess.SY']",33
"['cs.LG', 'q-bio.PE']",41
"['cs.DM', 'physics.data-an']",6
"['cs.MA', 'stat.CO']",2
"['cs.DS', 'cs.SE']",2
"['cs.SC', 'math.NT']",13
"['cs.SC', 'eess.SY']",8
"['cs.DS', 'math.AT']",2
"['cond-mat.dis-nn', 'math.NA']",2
"['cs.LG', 'nlin.PS']",7
"['cs.CV', 'math.MG']",2
"['cs.LO', 'cs.MA']",30
"['cs.DM', 'math.AT']",3
"['cs.NI', 'q-fin.RM']",1
"['cs.DS', 'physics.data-an']",2
"['eess.IV', 'q-bio.TO']",14
"['cs.RO', 'cs.SI']",2
"['physics.comp-ph', 'physics.med-ph']",1
"['math.FA', 'stat.ML']",24
"['math.DS', 'math.GN']",1
"['cs.IR', 'cs.PL']",2
"['math.NA', 'math.SP']",6
"['cs.NI', 'physics.soc-ph']",4
"['math.DS', 'physics.app-ph']",2
"['cs.DB', 'physics.comp-ph']",1
"['cs.PF', 'math.NA']",9
"['cond-mat.mes-hall', 'physics.data-an']",1
"['econ.EM', 'econ.TH']",2
"['cs.CL', 'q-fin.RM']",1
"['cs.CY', 'cs.SE']",93
"['cs.CG', 'cs.GR']",36
"['cs.MA', 'econ.TH']",26
"['cs.CR', 'cs.PL']",52
"['cs.SC', 'math.NA']",15
"['cs.DM', 'math.RA']",9
"['cs.DC', 'stat.ME']",7
"['astro-ph.IM', 'eess.IV']",13
"['nlin.AO', 'physics.data-an']",4
"['cs.CR', 'stat.CO']",7
"['cs.DS', 'math-ph']",17
"['cs.FL', 'q-bio.NC']",1
"['cond-mat.dis-nn', 'math.DS']",2
"['cs.DC', 'stat.AP']",3
"['eess.IV', 'physics.ao-ph']",2
"['cs.GT', 'nlin.CD']",2
"['cs.CY', 'math.DG']",1
"['cond-mat.dis-nn', 'cs.AI']",30
"['math.CT', 'quant-ph']",8
"['cs.FL', 'cs.RO']",26
"['cs.NE', 'q-bio.BM']",2
"['econ.EM', 'eess.SY']",3
"['math.NA', 'math.RA']",1
"['stat.ML', 'stat.OT']",8
"['q-bio.PE', 'stat.ML']",5
"['cs.LO', 'cs.SI']",4
"['cs.PF', 'math.MG']",1
"['cs.CV', 'physics.chem-ph']",2
"['cs.MS', 'math.ST']",2
"['cond-mat.stat-mech', 'cs.MA']",3
"['math-ph', 'physics.class-ph']",1
"['cond-mat.mtrl-sci', 'math.CO']",1
"['cs.MA', 'physics.pop-ph']",1
"['cs.DS', 'math.OC']",176
"['cs.GT', 'q-fin.PM']",3
"['cs.DM', 'q-bio.QM']",5
"['cs.CL', 'q-bio.PE']",3
"['cs.DS', 'physics.soc-ph']",8
"['cs.IT', 'math.CT']",5
"['physics.bio-ph', 'physics.comp-ph']",6
"['astro-ph.EP', 'astro-ph.IM']",45
"['cs.CG', 'math.OC']",18
"['cs.CR', 'cs.DL']",4
"['cs.RO', 'math.NA']",11
"['cs.CR', 'stat.OT']",2
"['cs.AI', 'stat.OT']",6
"['cs.NE', 'physics.data-an']",2
"['cs.SD', 'physics.data-an']",2
"['math.AP', 'q-bio.PE']",1
"['cs.CR', 'cs.GT']",93
"['cs.CR', 'q-fin.TR']",13
"['eess.SY', 'math.DS']",70
"['cs.CE', 'q-fin.ST']",14
"['astro-ph.IM', 'physics.ao-ph']",1
"['cs.RO', 'physics.ed-ph']",3
"['math.OC', 'physics.soc-ph']",9
"['q-fin.MF', 'q-fin.ST']",1
"['cond-mat.soft', 'q-bio.QM']",4
"['cs.RO', 'q-bio.QM']",2
"['cs.CL', 'cs.GT']",8
"['cs.CE', 'physics.class-ph']",3
"['cs.DS', 'math.AC']",2
"['cs.HC', 'cs.LG']",696
"['math.CO', 'math.ST']",7
"['cs.CL', 'stat.AP']",29
"['cs.LG', 'hep-ph']",82
"['q-bio.QM', 'stat.AP']",22
"['physics.geo-ph', 'quant-ph']",1
"['eess.SY', 'stat.CO']",4
"['cs.CC', 'eess.SP']",3
"['cs.GR', 'cs.NE']",5
"['physics.comp-ph', 'physics.ins-det']",2
"['cs.CC', 'math.AP']",2
"['cs.MS', 'physics.ao-ph']",1
"['eess.SP', 'q-fin.ST']",1
"['eess.AS', 'physics.geo-ph']",1
"['cs.CE', 'math.DG']",1
"['econ.TH', 'q-fin.MF']",1
"['cs.DB', 'cs.NE']",1
"['cs.CV', 'physics.plasm-ph']",1
"['physics.bio-ph', 'q-bio.MN']",2
"['cs.DC', 'math.GT']",1
"['cs.IR', 'physics.optics']",2
"['q-fin.PM', 'stat.ME']",1
"['cs.CV', 'nlin.CD']",2
"['cond-mat.soft', 'physics.chem-ph']",2
"['cs.LO', 'math.GM']",1
"['stat.CO', 'stat.OT']",1
"['cs.PF', 'math.CO']",1
"['physics.chem-ph', 'physics.soc-ph']",1
"['physics.ins-det', 'physics.med-ph']",3
"['cs.DS', 'nlin.CG']",1
"['math.DG', 'math.SG']",1
"['cs.LO', 'cs.OH']",1
"['math.DG', 'physics.comp-ph']",1
"['math.NA', 'q-bio.GN']",1
"['gr-qc', 'hep-ph']",2
"['q-bio.GN', 'q-bio.NC']",1
"['math-ph', 'physics.ao-ph']",1
"['math.AC', 'math.CA']",1
"['cs.CY', 'q-fin.PM']",1
"['eess.SY', 'q-bio.GN']",1
"['cs.DC', 'q-fin.RM']",1
"['cs.DL', 'nucl-th']",1
"['nlin.CD', 'physics.med-ph']",1
"['cs.CY', 'math.NT']",1
"['cs.DB', 'cs.SD']",1
"['cs.SE', 'physics.optics']",1
"['cond-mat.stat-mech', 'physics.ao-ph']",1
"['cs.CY', 'stat.OT']",1
"['cs.ET', 'nlin.CD']",1
"['cs.CE', 'cs.MM']",1
"['cs.GR', 'math-ph']",1
"['cs.DB', 'q-bio.OT']",1
"['cs.CL', 'math.PR']",1
"['cs.CL', 'math.CO']",1
"['cond-mat.mes-hall', 'cs.CL']",2
"['cs.DC', 'physics.ao-ph']",1
"['math.NA', 'nlin.PS']",1
"['cs.IT', 'physics.bio-ph']",2
"['cs.GR', 'q-bio.BM']",2
"['cs.IT', 'math.SG']",2
"['cs.GR', 'physics.soc-ph']",1
"['math.DG', 'nlin.SI']",1
"['cs.DM', 'math.QA']",1
"['q-bio.OT', 'stat.ME']",1
"['nlin.CD', 'physics.bio-ph']",1
"['math.DS', 'physics.chem-ph']",1
"['cond-mat.str-el', 'cs.IT']",2
"['astro-ph.IM', 'quant-ph']",2
"['cs.AI', 'math-ph']",11
"['math.AP', 'quant-ph']",1
"['cond-mat.mtrl-sci', 'nlin.AO']",1
"['cond-mat.soft', 'q-bio.MN']",1
"['nlin.CD', 'physics.geo-ph']",1
"['math-ph', 'math.NA']",6
"['math.NA', 'math.SG']",1
"['cs.CG', 'math.QA']",1
"['cs.OS', 'cs.SC']",1
"['math.SP', 'nlin.CD']",1
"['cs.AI', 'physics.space-ph']",2
"['eess.SP', 'q-fin.PM']",1
"['cs.SC', 'cs.SD']",2
"['cs.FL', 'math.RT']",1
"['cs.IR', 'physics.data-an']",1
"['cs.NE', 'math.GR']",1
"['cs.RO', 'physics.pop-ph']",1
"['math.AT', 'nlin.AO']",1
"['cs.RO', 'math.FA']",1
"['cs.FL', 'cs.SD']",1
"['cs.CC', 'math.CT']",1
"['cs.SC', 'econ.EM']",1
"['math.GR', 'math.NA']",1
"['math-ph', 'math.NT']",1
"['cs.DB', 'cs.GL']",1
"['cs.CE', 'physics.optics']",3
"['q-fin.PM', 'stat.AP']",1
"['math-ph', 'nlin.AO']",1
"['math.MG', 'math.NA']",1
"['math.MG', 'physics.soc-ph']",2
"['eess.SY', 'q-fin.RM']",1
"['eess.SY', 'physics.app-ph']",1
"['physics.class-ph', 'physics.comp-ph']",1
"['nlin.CG', 'physics.bio-ph']",1
"['astro-ph.CO', 'cs.PF']",1
"['astro-ph.GA', 'physics.chem-ph']",1
"['cond-mat.dis-nn', 'math.AT']",1
"['astro-ph.HE', 'hep-ph']",1
"['cs.PL', 'q-bio.BM']",1
"['astro-ph.HE', 'astro-ph.SR']",1
"['cond-mat.supr-con', 'cs.DB']",1
"['cs.GR', 'math.MG']",1
"['math.SG', 'quant-ph']",2
"['cs.NI', 'math.AT']",1
"['cs.CG', 'nlin.AO']",1
"['math.CA', 'math.DS']",1
"['cs.CL', 'math.GN']",1
"['cs.MM', 'physics.med-ph']",1
"['cond-mat.str-el', 'physics.app-ph']",1
"['math.AP', 'math.SG']",1
"['cs.NE', 'math.RA']",1
"['cs.DS', 'stat.OT']",1
"['eess.IV', 'math.MG']",1
"['hep-th', 'math.HO']",1
"['cs.CG', 'q-bio.GN']",1
"['math.SP', 'nlin.AO']",1
"['cs.HC', 'econ.TH']",1
"['cs.RO', 'q-fin.CP']",1
"['cs.IR', 'math.PR']",1
"['cs.SD', 'physics.comp-ph']",1
"['cs.CY', 'cs.FL']",1
"['cs.MM', 'stat.AP']",2
"['cs.DB', 'q-fin.CP']",1
"['nlin.PS', 'stat.ML']",1
"['hep-th', 'physics.comp-ph']",3
"['astro-ph.CO', 'hep-ph']",2
"['math.DG', 'math.MG']",1
"['cs.MA', 'cs.PF']",4
"['cs.PL', 'hep-ex']",1
"['cs.IT', 'physics.flu-dyn']",1
"['math.CT', 'math.OA']",1
"['astro-ph.CO', 'cs.NE']",1
"['cs.CE', 'math-ph']",2
"['nlin.CG', 'physics.flu-dyn']",1
"['cs.CL', 'cs.OS']",1
"['math.NA', 'q-bio.NC']",1
"['quant-ph', 'stat.CO']",1
"['cs.SI', 'nlin.CD']",2
"['astro-ph.CO', 'cs.CL']",1
"['cs.DL', 'econ.TH']",1
"['cs.CG', 'nlin.CD']",1
"['cs.LO', 'math.OA']",1
"['cs.SI', 'math.MG']",2
"['cs.CV', 'math.GM']",1
"['cs.CY', 'physics.comp-ph']",1
"['cs.CE', 'cs.PF']",2
"['math.GT', 'physics.app-ph']",1
"['math.NA', 'q-bio.QM']",1
"['math.CO', 'physics.data-an']",1
"['cond-mat.mtrl-sci', 'stat.ME']",1
"['cs.MA', 'math-ph']",1
"['cs.OH', 'eess.SP']",1
"['cs.CY', 'math.GM']",1
"['cs.ET', 'gr-qc']",1
"['cs.PL', 'math.CO']",1
"['cs.PF', 'q-fin.TR']",1
"['cs.DM', 'math.AP']",1
"['astro-ph.CO', 'stat.AP']",1
"['cs.MA', 'physics.comp-ph']",1
"['cs.CL', 'cs.ET']",6
"['cs.DL', 'cs.GR']",1
"['math.ST', 'q-fin.RM']",1
"['cs.SC', 'math-ph']",1
"['physics.ins-det', 'physics.plasm-ph']",1
"['math.AG', 'math.MG']",1
"['cond-mat.mtrl-sci', 'nlin.CD']",1
"['cs.CG', 'physics.med-ph']",1
"['hep-th', 'nucl-th']",1
"['cs.MS', 'eess.SP']",1
"['q-bio.CB', 'q-bio.GN']",1
"['physics.atm-clus', 'q-bio.QM']",1
"['cs.CC', 'stat.ME']",1
"['cond-mat.supr-con', 'cs.DL']",1
"['math.PR', 'physics.data-an']",4
"['math-ph', 'q-bio.NC']",1
"['cs.CR', 'q-bio.NC']",1
"['math.AT', 'stat.AP']",1
"['math.AT', 'math.DG']",2
"['math.MG', 'quant-ph']",2
"['cs.NE', 'physics.acc-ph']",1
"['cond-mat.mes-hall', 'physics.space-ph']",1
"['cond-mat.stat-mech', 'cs.CG']",1
"['cs.CY', 'math.CO']",1
"['cs.IT', 'cs.MS']",1
"['cs.AI', 'math.NT']",2
"['cs.MM', 'econ.GN']",1
"['cond-mat.supr-con', 'physics.app-ph']",1
"['cs.CY', 'physics.med-ph']",1
"['cs.IT', 'math.GT']",2
"['cs.GR', 'math.CV']",2
"['math.DG', 'q-bio.TO']",1
"['cs.SD', 'math.CO']",2
"['cs.ET', 'hep-th']",1
"['physics.atm-clus', 'physics.chem-ph']",1
"['math.CV', 'math.DG']",2
"['cs.MA', 'econ.EM']",1
"['eess.AS', 'stat.CO']",1
"['math.AG', 'math.GT']",1
"['cs.NE', 'math.NT']",1
"['math.DS', 'stat.OT']",1
"['cs.DS', 'econ.GN']",1
"['eess.SP', 'math.NT']",1
"['nucl-th', 'quant-ph']",1
"['cs.CG', 'math.AP']",1
"['cs.DL', 'cs.MM']",1
"['eess.SP', 'q-fin.TR']",2
"['eess.IV', 'math.FA']",2
"['cs.ET', 'cs.IR']",4
"['cs.PF', 'econ.GN']",1
"['cs.PL', 'physics.comp-ph']",1
"['cs.NI', 'math.ST']",1
"['cs.DL', 'cs.SD']",4
"['physics.class-ph', 'stat.AP']",1
"['q-bio.QM', 'q-fin.CP']",1
"['math-ph', 'math.AG']",2
"['cs.CC', 'cs.HC']",1
"['q-fin.PR', 'q-fin.RM']",1
"['physics.chem-ph', 'q-bio.PE']",1
"['math.AT', 'q-bio.BM']",1
"['cs.DC', 'q-fin.GN']",1
"['cs.SI', 'math.FA']",1
"['astro-ph.IM', 'physics.optics']",2
"['cs.DS', 'physics.flu-dyn']",1
"['cs.DC', 'math.NT']",1
"['eess.SP', 'math.RA']",1
"['cs.RO', 'nlin.SI']",1
"['cs.CG', 'econ.TH']",1
"['cs.SC', 'math.DG']",1
"['cs.DS', 'q-fin.CP']",1
"['cs.HC', 'math.MG']",1
"['cond-mat.mtrl-sci', 'math.PR']",1
"['cs.SD', 'stat.CO']",1
"['cs.SI', 'q-bio.BM']",1
"['math.AG', 'math.ST']",3
"['math.AG', 'stat.AP']",1
"['cs.CL', 'q-bio.MN']",1
"['cond-mat.soft', 'math.NA']",4
"['physics.data-an', 'q-bio.TO']",1
"['cs.GL', 'quant-ph']",1
"['cs.IT', 'physics.pop-ph']",1
"['cond-mat.mtrl-sci', 'cs.AR']",2
"['q-fin.GN', 'quant-ph']",1
"['cs.ET', 'cs.OS']",1
"['cs.PF', 'q-bio.QM']",1
"['cs.CG', 'math.CV']",2
"['cs.HC', 'physics.pop-ph']",1
"['econ.TH', 'physics.class-ph']",1
"['cs.SC', 'gr-qc']",2
"['astro-ph.GA', 'stat.AP']",1
"['cond-mat.dis-nn', 'nlin.CD']",1
"['astro-ph.EP', 'cs.CY']",1
"['cs.GR', 'cs.MS']",2
"['cs.RO', 'gr-qc']",1
"['cond-mat.mes-hall', 'eess.IV']",1
"['cs.PF', 'stat.CO']",1
"['cs.RO', 'q-bio.TO']",1
"['nlin.CD', 'nlin.SI']",1
"['cs.DB', 'q-bio.BM']",1
"['cond-mat.supr-con', 'cs.AR']",2
"['cs.RO', 'math.GT']",2
"['cs.CE', 'physics.ed-ph']",1
"['cs.GT', 'stat.OT']",1
"['cs.DL', 'hep-ex']",1
"['cond-mat.dis-nn', 'cs.AR']",1
"['cs.PF', 'physics.data-an']",1
"['nlin.AO', 'physics.med-ph']",1
"['hep-th', 'physics.data-an']",1
"['cs.DL', 'eess.AS']",5
"['math.CO', 'stat.AP']",1
"['cs.CY', 'physics.geo-ph']",2
"['q-fin.PM', 'quant-ph']",2
"['cs.CR', 'nlin.AO']",1
"['math.OC', 'physics.atom-ph']",1
"['q-bio.MN', 'quant-ph']",1
"['astro-ph.SR', 'cs.CE']",1
"['astro-ph.EP', 'cs.MS']",1
"['eess.AS', 'stat.ME']",1
"['cond-mat.dis-nn', 'physics.geo-ph']",1
"['cs.SI', 'nlin.CG']",1
"['cs.MA', 'q-bio.GN']",1
"['cond-mat.dis-nn', 'cs.CR']",2
"['math-ph', 'math.AT']",1
"['math.AC', 'math.GR']",1
"['cs.CC', 'q-bio.NC']",1
"['math-ph', 'math.AC']",1
"['math.OC', 'math.QA']",3
"['cs.DB', 'q-bio.MN']",1
"['cs.DC', 'physics.ed-ph']",1
"['cs.GR', 'cs.MA']",2
"['q-bio.MN', 'stat.ML']",1
"['cs.DB', 'eess.AS']",1
"['cond-mat.supr-con', 'cs.CE']",1
"['cs.NI', 'math.CT']",1
"['cs.DL', 'cs.GT']",2
"['cs.DL', 'nucl-ex']",1
"['nlin.PS', 'physics.ao-ph']",1
"['astro-ph.IM', 'cs.CC']",1
"['cs.GT', 'eess.IV']",1
"['cs.OS', 'cs.SE']",4
"['math.GM', 'math.HO']",1
"['cs.LO', 'stat.ME']",1
"['math.GR', 'math.OC']",1
"['math.AC', 'math.OC']",1
"['cond-mat.str-el', 'cs.ET']",1
"['cs.CY', 'physics.ao-ph']",1
"['nlin.PS', 'physics.comp-ph']",1
"['econ.GN', 'math.PR']",1
"['cs.AR', 'physics.plasm-ph']",1
"['nlin.SI', 'physics.data-an']",1
"['math.OC', 'q-fin.RM']",3
"['cond-mat.other', 'cs.CC']",2
"['cond-mat.quant-gas', 'cs.IT']",1
"['econ.TH', 'stat.OT']",1
"['cs.ET', 'econ.GN']",1
"['cond-mat.str-el', 'math.GT']",1
"['cs.FL', 'eess.AS']",1
"['cs.CY', 'math.MG']",1
"['cs.IR', 'math.CO']",1
"['physics.ed-ph', 'stat.OT']",1
"['cs.LO', 'cs.OS']",2
"['cs.ET', 'cs.MA']",1
"['cs.IT', 'math.HO']",1
"['cond-mat.mtrl-sci', 'q-bio.BM']",1
"['physics.optics', 'physics.space-ph']",1
"['cs.GR', 'physics.app-ph']",1
"['q-bio.BM', 'q-bio.SC']",1
"['cs.AR', 'cs.DM']",1
"['astro-ph.EP', 'physics.optics']",1
"['cond-mat.str-el', 'math-ph']",2
"['cond-mat.mes-hall', 'q-bio.BM']",1
"['cs.CY', 'math.GN']",1
"['nlin.AO', 'stat.CO']",1
"['math.AP', 'math.FA']",3
"['math-ph', 'physics.geo-ph']",1
"['math.AG', 'math.HO']",1
"['cs.MA', 'math.NA']",1
"['cs.SE', 'physics.ins-det']",2
"['hep-th', 'math.PR']",2
"['q-bio.CB', 'q-bio.QM']",1
"['math.AG', 'q-bio.GN']",1
"['physics.ao-ph', 'physics.soc-ph']",1
"['cond-mat.supr-con', 'physics.acc-ph']",1
"['cond-mat.mes-hall', 'math.NA']",1
"['cs.NI', 'econ.GN']",1
"['cs.DL', 'cs.NE']",1
"['math.AP', 'math.GT']",1
"['cs.CY', 'physics.hist-ph']",1
"['cs.PL', 'cs.SI']",1
"['math.HO', 'physics.comp-ph']",1
"['math.OC', 'math.SG']",1
"['cs.GR', 'math.AP']",2
"['physics.data-an', 'q-fin.CP']",1
"['cond-mat.mtrl-sci', 'q-fin.CP']",1
"['math-ph', 'physics.flu-dyn']",1
"['physics.ao-ph', 'physics.app-ph']",2
"['physics.ed-ph', 'physics.soc-ph']",1
"['astro-ph.IM', 'cs.ET']",1
"['cs.PF', 'econ.EM']",1
"['cs.CR', 'q-bio.QM']",1
"['cond-mat.supr-con', 'cs.ET']",2
"['math.AC', 'math.LO']",1
"['cond-mat.dis-nn', 'q-bio.PE']",1
"['cs.AR', 'physics.hist-ph']",1
"['cs.ET', 'physics.ed-ph']",1
"['eess.AS', 'math.CO']",2
"['cs.OH', 'q-bio.NC']",1
"['cs.DM', 'q-bio.GN']",1
"['cond-mat.mtrl-sci', 'q-bio.QM']",1
"['math.NA', 'q-fin.TR']",1
"['cs.NE', 'math.SP']",1
"['cs.CR', 'hep-ph']",1
"['cs.SD', 'math.NA']",2
"['math.CT', 'math.GN']",2
"['math.OC', 'math.SP']",1
"['econ.GN', 'math.ST']",1
"['cs.DM', 'math.SG']",1
"['cs.DL', 'q-bio.QM']",1
"['cs.IR', 'math.DS']",2
"['cs.CE', 'cs.SC']",1
"['cs.AR', 'physics.acc-ph']",1
"['eess.SY', 'math.GT']",1
"['cs.CY', 'physics.bio-ph']",1
"['physics.data-an', 'q-fin.TR']",1
"['cs.MS', 'cs.RO']",1
"['cs.ET', 'math.NA']",6
"['q-bio.BM', 'q-bio.CB']",1
"['cs.CL', 'q-fin.PM']",1
"['cs.SE', 'math.GN']",1
"['eess.IV', 'math.AT']",1
"['cs.SC', 'eess.AS']",2
"['cs.NE', 'math.CA']",1
"['math.DS', 'nlin.PS']",2
"['cs.IT', 'q-bio.MN']",2
"['cond-mat.stat-mech', 'math.GT']",1
"['q-fin.CP', 'stat.AP']",3
"['cs.MS', 'cs.NE']",2
"['cs.IT', 'econ.EM']",3
"['physics.ed-ph', 'stat.AP']",1
"['math.PR', 'physics.chem-ph']",1
"['math-ph', 'math.RT']",2
"['cond-mat.mtrl-sci', 'physics.atm-clus']",2
"['cs.AI', 'q-fin.PR']",1
"['cs.CR', 'math.DG']",1
"['physics.comp-ph', 'q-bio.PE']",1
"['cs.AI', 'math.AG']",1
"['eess.AS', 'physics.optics']",1
"['math.DS', 'q-fin.TR']",1
"['cs.CY', 'math.AG']",1
"['astro-ph.EP', 'physics.soc-ph']",1
"['nlin.AO', 'q-fin.CP']",1
"['cond-mat.str-el', 'eess.SP']",1
"['astro-ph.IM', 'cs.GT']",1
"['math.CT', 'math.FA']",1
"['q-fin.PR', 'q-fin.ST']",1
"['cs.CY', 'q-bio.BM']",1
"['cond-mat.mes-hall', 'physics.chem-ph']",1
"['nlin.AO', 'q-fin.TR']",1
"['econ.EM', 'physics.data-an']",2
"['cs.IR', 'cs.OS']",1
"['physics.ao-ph', 'stat.OT']",1
"['cs.AR', 'cs.SI']",1
"['math.AT', 'stat.CO']",1
"['math.CT', 'math.RT']",2
"['math.HO', 'physics.pop-ph']",1
"['cs.RO', 'physics.optics']",1
"['math-ph', 'math.SG']",2
"['math.LO', 'math.QA']",1
"['nlin.PS', 'q-bio.QM']",1
"['cs.CG', 'q-bio.PE']",1
"['cs.ET', 'q-bio.QM']",1
"['cond-mat.other', 'cs.DS']",1
"['cs.IT', 'physics.atom-ph']",1
"['cs.CV', 'math-ph']",1
"['cs.MS', 'cs.SE']",1
"['cs.HC', 'nlin.AO']",1
"['hep-ph', 'math.NA']",2
"['cs.PF', 'math.ST']",1
"['nlin.PS', 'physics.optics']",1
"['cs.CL', 'math.DS']",2
"['cond-mat.quant-gas', 'math.OC']",1
"['physics.ao-ph', 'physics.plasm-ph']",1
"['physics.chem-ph', 'stat.AP']",2
"['cs.MS', 'math-ph']",1
"['cs.SE', 'q-fin.RM']",1
"['eess.IV', 'math.GT']",1
"['math.NA', 'q-fin.CP']",1
"['astro-ph.GA', 'physics.optics']",1
"['math.AC', 'math.NA']",2
"['math-ph', 'math.QA']",1
"['cond-mat.dis-nn', 'nlin.AO']",4
"['math.CO', 'physics.comp-ph']",1
"['nlin.CG', 'q-bio.QM']",1
"['math.HO', 'physics.soc-ph']",1
